"1 king bed, 1 double bed, 1 cot, 1 single bed, 1 three seater sofa 1 single seater sofa, i dinning table, 2 chairs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,pickup,1,14
kitchen items,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,basement,0,15
ground floor apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
no lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
first floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3piece suite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3seater sofa 2 armchairs 1 washing machine and 1 tumble dryer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2 nd floor no lift.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Moving to a main door.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thank you can I get back to you later on as I’m having trouble sleeping in regards to the cost of moving into a new house Lol 😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Hi Rob I just need to check on a delivery we have had made. My quote is showing a different price to the one quoted, I am just checking that is it because it with vat? Can you help",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"11 boxes, 2 suit cases and 2 bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"So from G14 to ub1 1nx ,what will be the cost approximately??",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I will give you booking date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
OK fixed price please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Send me contact number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hi rob I need to pick up a cross trainer quit heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Pick up from First floor drop off to shed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
From garage to shed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Better to have pallet truck lift with tail lift van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"It weighs approx. 200kg, 175cm high x 71cm wide x 188cm long.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
That’s fine ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
What is the total cost will be from Wrexham to Bradford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Approximately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
How much is for 3 hours?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Will they drop it to my back garden shed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Mileage from Wrexham to Bradford 95x2=190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Is that mean total cost will be £120 +190=£320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Oh sorry my mistake it’s one way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I haven’t bought that item yet need to check still available and they are at home,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Will be in touch later,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thanks rob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Hi Rob, three seater sofa, two chairs, nest of small tables, chest of drawers from LS5 to LS28 then a two seat sofa from LS289AW (same house) to LS13 with some stairs ( no lift) Thanks",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
From : downstairs living room To: downstairs living room,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Definitely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Double bed, double wardrobe,fridge freezer,tumble drier,about 20 bags of items,about 6 boxes,a few suitcases, coffee table, corner unit sofa,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor to 1st floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Forgot about tv and stand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
ten box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Just 1 2-seater and 1 1-seater sofas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Still dont know your price?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
This one of course.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Are you a lawyer? Joke...!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Been quoted £20. Lets settle for £25. Its only 4 miles.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Small double wardrobe and chest of 5 drawers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Bedroom to bedroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I’ll need to check from the person I’m buying from,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It’s a bungalow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It’s a ground floor flat but there are stairs leading up to the flat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thank you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Do you need the full list?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
There is 4 x 1 bedroom apartments furniture and items from living rooms and bedrooms I am moving stuff into storage From a serviced apartment block,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
"There is also sutff from small 4 person office - desks, chairs, drawers and cabinets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Apologies got called away you still there?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Double bed small 3 piece wardrobe three seater a two seater. Washing machine and fridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No all ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor no stairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
There is also a small wall unit and a old time music gram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
About a stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
There might be another trip from b8 to b6 to move a double bed base Is there anyone i can actually speak to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thank YOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I have a bookcase 3ft wide by 6 ft I need help moving to Leith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
ground floor to ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
thank you. flexible time - how do I pay?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
please confirm the job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No I'm not moving I bought a play house and a ride on for my son I just need to 2 items moving from there to here but I'm isolating so trying to find a cheap van if poss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
How much would it be please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Plastic Wendy house and a child's ride on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hi van and man hire Edinburgh?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"2 cardboard boxes (1 small, 1 medium) 1 fairly large case on wheels 1 soft rectangular case 2 small holdalls 1 large material shoulder hag 4 large plastic bags (e.g. supermarket large size) 3 small plastic bags 1 bean bag 1 very small arm chair 1 very small table",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor no lift necessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
First floor no lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Specific time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Only one flight of stairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
No first floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes Okay sure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
A tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
From the ground floor to 1st floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Not sure if the place has a lift but I’ll find out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Not sure on the time yet but it should be flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Let me just check a few things then I’ll get back to you. Thank you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"2beds with mattresses I double and a single old carpets, few chairs,, like a van full of stuff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I king size bed two double bed I Tv 2 double seat chair 1 waching manchine and few bags,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Terrace house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Both are terrace house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"approx 10 boxes, large tv, tv stand, bike, 2x display cabinets, medium mirror, small mirror",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
first floor no lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
you can tell me on here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
specific time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Single base bed at L8 then s mattress L6 to L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3 seeter sette a d 2 chairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
A two seater sofa downstairs and then once in a van to the council tip in Meanwood LS7 where I will book a slot,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Upstairs bedroom so first floor there is no lift but we will remove a leg or try and chop it up a bit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
At the council tip there is a section for old furniture and there is no lift but there are re-cylcling professionals to guide you where to put the old sofa once you are there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I will need the registration of the van to book a slot at the council tip in Meanwood and will need a time estimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No its all on one level,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
"2 desks, one tv, one treadmil, 3 big boxes, one small cupboard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
can i make a change?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
the items need to be picked up from the first floor with lift and dropped off on ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
just tell me here ill wait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
will the men pickup and drop all the stuff?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
"Two seater sofa, coffee table",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Desk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Desk is in boxes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground Outside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1st yes there is a lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Can you reply here please thank you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Tal my email is currently inaccessible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Talitha Golding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
One 2 seater sofa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift only I live on ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Not sure as yet because I work off rota and not due in till tomorrow so I will know what day I’m free from then,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hi . 1 cot bed 1 wardrobe 1 changing table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"No,there will be my husband with friend.They are will help you pick up this baby furniture.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I don't know.I never been there.But my husband with friend they are take for you this furniture from home to Van,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"10 boxes ,washing machine , table 1.6 m 70cm , 6 folding chairs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Double bed with matress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I would say 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
The first drop off is first floor apart from that no stairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"Yes, then delivered to first floor , where I would like my sons old sofa to be picked up and brought to my house which is on the ground floor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Ok thanks, I'm gathering quotes just now , so I'll get back to you thank you!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
it is an industrial premise with forklft - forklift at the delivery end also,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Moving all of my stuff out of a flat. It’s about 10 bags,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Maybe more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
First floor. I will have to take everything outside anyway because people aren’t allowed in the building unless they’re residents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
44481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"TV , Computer desk,a matress ,2 bicycles along with 20 + boxes of household items",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No other furniture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Small fridge freezer and cooker and washing machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No its just a few stairs first floor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Main door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thats to much sorry try some one else,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2 double beds 2 chests of 4 draws 5 television off computer table and watching machine gaming chair tv stand saround sound speakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
There is no lift but I can get everything down to bottom so it can all just be taken out the front door,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Its a 2 bed house so I can bring everything from upstairs down stairs for the removal people,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Corner unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sofa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Front door to 1st floor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
As i said my boys will be carrying the sofa in and out of the van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sorry already text you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"A couple of large boxes, TV, bike Not too much",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1st floor no lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
To a ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2 seater sofa from our home to my daughter about 1 mile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Nae exactly sure just looking for price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Just a fridge freezer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"2 minutes, just finding out",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It’s on ground fooor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Ground, normal house",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"IIts ok thanks, I will check with the seller.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I need a van from le45au till naughbrough rd It’s bags and boxes full of clothes sending to charity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Just need for a few hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yeah just a double bed with a mattress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Its literally 5 min drive from me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Upstairs Our I could bring it down,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
So how much,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor My partner can help me wen I get it to here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No just let me know on here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3x2 seaters sofas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Double door fridge freezer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gas cooker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2x kings size beds with mattresses and a single bed with mattres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Glass coffee table and 3 chest of drawers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Beds and chests first floor everything else ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
First floor for the beds and chests and the rest groudfloor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Okay cool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Flexible please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Two seater sofa bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"First floor, no lift, it’s an upper flat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Delivery location is ground floor but may require you to take upstairs in house,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Specific Time please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yes please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
A small 3 +2 seater couch please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Table and 6 chairs, coffee table , lamp table and a to stand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No I can wait here for a few minutes ....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Thanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Pick up one sofa only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
43902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground level delivered to ground level,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
A double wardrobes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Wardrobe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Going to find out in a minute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It is from a house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
I will assume it is from 1 floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Flexible time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
For now I just need to know the quotes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It is Helder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
A 4ftx6ft green house which will be in pieces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No the greenhouse is in the garden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Garden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
4 seater curved sofa and 1 chair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor-house no need for lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Same again house no lift needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
25 pallets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
First floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ground floor no lift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
It’s in a warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hi !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"I have some boxes ,and Wardrobe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
At 7 o clock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2nd floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Secod floor no lift, just stair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"1st floor, no lift",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Might*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"It’s only the un assembled wardrobe that night take 2 person to transfer, rest are manageable by one person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Just roughly aprind 15boxes but they’re small ones Around*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
